yourlist:M2014110413E2QBPDYQ	Entry	Entry name	Protein names
866	P08185	CBG_HUMAN	Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin)
197320	Q96MU6	ZN778_HUMAN	Zinc finger protein 778
123606	Q7RTP0	NIPA1_HUMAN	Magnesium transporter NIPA1 (Non-imprinted in Prader-Willi/Angelman syndrome region protein 1) (Spastic paraplegia 6 protein)
123606	Q8TAY1	Q8TAY1_HUMAN	NIPA1 protein (Fragment)
7324	B7Z306	B7Z306_HUMAN	Ubiquitin-conjugating enzyme E2 E1 (cDNA FLJ52264, highly similar to Ubiquitin-conjugating enzyme E2 E1 (EC 6.3.2.19))
7324	P51965	UB2E1_HUMAN	Ubiquitin-conjugating enzyme E2 E1 (EC 6.3.2.19) (UbcH6) (Ubiquitin carrier protein E1) (Ubiquitin-protein ligase E1)
220988	B4DDB6	B4DDB6_HUMAN	Heterogeneous nuclear ribonucleoprotein A3, isoform CRA_a (cDNA FLJ52659, highly similar to Heterogeneous nuclear ribonucleoprotein A3) (cDNA, FLJ79333, highly similar to Heterogeneous nuclear ribonucleoprotein A3)
220988	P51991	ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3)
23235	Q9H0K1	SIK2_HUMAN	Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Qin-induced kinase) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2)
57484	Q9ULK6	RN150_HUMAN	RING finger protein 150
9720	A2RUR9	C144A_HUMAN	Coiled-coil domain-containing protein 144A
1140	P11230	ACHB_HUMAN	Acetylcholine receptor subunit beta
84640	B3KSB9	B3KSB9_HUMAN	cDNA FLJ35970 fis, clone TESTI2013231, highly similar to Ubiquitin carboxyl-terminal hydrolase 38 (EC3.1.2.15)
84640	Q8NB14	UBP38_HUMAN	Ubiquitin carboxyl-terminal hydrolase 38 (EC 3.4.19.12) (Deubiquitinating enzyme 38) (HP43.8KD) (Ubiquitin thioesterase 38) (Ubiquitin-specific-processing protease 38)
9121	O15375	MOT6_HUMAN	Monocarboxylate transporter 6 (MCT 6) (Monocarboxylate transporter 5) (MCT 5) (Solute carrier family 16 member 5)
140838	Q8TBE9	NANP_HUMAN	N-acylneuraminate-9-phosphatase (EC 3.1.3.29) (Haloacid dehalogenase-like hydrolase domain-containing protein 4) (Neu5Ac-9-Pase)
255239	Q8NFD2	ANKK1_HUMAN	Ankyrin repeat and protein kinase domain-containing protein 1 (EC 2.7.11.1) (Protein kinase PKK2) (Sugen kinase 288) (SgK288) (X-kinase)
56985	Q3LIE5	ADPRM_HUMAN	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase (EC 3.6.1.13) (EC 3.6.1.16) (EC 3.6.1.53) (ADPRibase-Mn) (CDP-choline phosphohydrolase)
56985	V9GYR6	V9GYR6_HUMAN	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase
56985	W0NWJ0	W0NWJ0_HUMAN	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase (EC 3.6.1.53)
114825	Q96N64	PWP2A_HUMAN	PWWP domain-containing protein 2A
55031	Q68D97	Q68D97_HUMAN	Putative uncharacterized protein DKFZp686C13257
55031	Q96K76	UBP47_HUMAN	Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)
10015	C5MQH7	C5MQH7_HUMAN	Programmed cell death 6 interacting protein
10015	Q8WUM4	PDC6I_HUMAN	Programmed cell death 6-interacting protein (PDCD6-interacting protein) (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95)
7988	B3KQE6	B3KQE6_HUMAN	cDNA FLJ90340 fis, clone NT2RP2002564, highly similar to Zinc finger protein 212
7988	Q9UDV6	ZN212_HUMAN	Zinc finger protein 212 (Zinc finger protein C2H2-150)
84140	Q3B820	F161A_HUMAN	Protein FAM161A
8427	Q9UDV7	ZN282_HUMAN	Zinc finger protein 282 (HTLV-I U5RE-binding protein 1) (HUB-1)
2720	P16278	BGAL_HUMAN	Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1)
643853	Q6ZT21	TMPPE_HUMAN	Transmembrane protein with metallophosphoesterase domain (EC 3.1.-.-)
84520	Q9BXV9	CN142_HUMAN	Uncharacterized protein C14orf142
10826	Q96IV6	FXDC2_HUMAN	Fatty acid hydroxylase domain-containing protein 2
10491	O75718	CRTAP_HUMAN	Cartilage-associated protein
3316	A8KAH6	A8KAH6_HUMAN	Heat shock 27kDa protein 2, isoform CRA_a (Heat-shock protein beta-2) (cDNA FLJ77220, highly similar to Homo sapiens heat shock 27kDa protein 2 (HSPB2), mRNA)
3316	Q16082	HSPB2_HUMAN	Heat shock protein beta-2 (HspB2) (DMPK-binding protein) (MKBP)
6588	O00631	SARCO_HUMAN	Sarcolipin
23587	Q8TE02	ELP5_HUMAN	Elongator complex protein 5 (Dermal papilla-derived protein 6) (S-phase 2 protein)
152189	Q8IZV2	CKLF8_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 8 (Chemokine-like factor superfamily member 8)
11337	O95166	GBRAP_HUMAN	Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein) (MM46)
11337	Q6IAW1	Q6IAW1_HUMAN	GABA(A) receptor-associated protein (GABARAP protein) (HCG1987397, isoform CRA_b)
9482	Q9UNK0	STX8_HUMAN	Syntaxin-8
983	B7Z3D6	B7Z3D6_HUMAN	cDNA FLJ50170, highly similar to Cell division control protein 2 homolog (EC 2.7.11.22)
983	I6L9I5	I6L9I5_HUMAN	CDC2 protein
983	P06493	CDK1_HUMAN	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)
7314	P0CG47	UBB_HUMAN	Polyubiquitin-B [Cleaved into: Ubiquitin]
7314	Q5U5U6	Q5U5U6_HUMAN	Ubiquitin B (Ubiquitin B, isoform CRA_a)
4798	Q6P4R8	NFRKB_HUMAN	Nuclear factor related to kappa-B-binding protein (DNA-binding protein R kappa-B) (INO80 complex subunit G)
2167	E7DVW4	E7DVW4_HUMAN	Epididymis secretory protein Li 104 (Fatty acid binding protein 4, adipocyte)
2167	P15090	FABP4_HUMAN	Fatty acid-binding protein, adipocyte (Adipocyte lipid-binding protein) (ALBP) (Adipocyte-type fatty acid-binding protein) (A-FABP) (AFABP) (Fatty acid-binding protein 4)
56980	Q9NQV6	PRD10_HUMAN	PR domain zinc finger protein 10 (EC 2.1.1.-) (PR domain-containing protein 10) (Tristanin)
10678	Q9NY97	B3GN2_HUMAN	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 (BGnT-2) (Beta-1,3-Gn-T2) (Beta-1,3-N-acetylglucosaminyltransferase 2) (Beta3Gn-T2) (EC 2.4.1.-) (Beta-1,3-N-acetylglucosaminyltransferase 1) (BGnT-1) (Beta-1,3-Gn-T1) (Beta3Gn-T1) (Beta-1,3-galactosyltransferase 7) (Beta-1,3-GalTase 7) (Beta3Gal-T7) (Beta3GalT7) (b3Gal-T7) (Beta-3-Gx-T7) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 7) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 7)
2353	P01100	FOS_HUMAN	Proto-oncogene c-Fos (Cellular oncogene fos) (G0/G1 switch regulatory protein 7)
2353	Q6FG41	Q6FG41_HUMAN	FOS protein (V-fos FBJ murine osteosarcoma viral oncogene homolog, isoform CRA_a) (cDNA FLJ76842, highly similar to Homo sapiens v-fos FBJ murine osteosarcoma viral oncogene homolog (FOS), mRNA)
10972	P49755	TMEDA_HUMAN	Transmembrane emp24 domain-containing protein 10 (21 kDa transmembrane-trafficking protein) (S31III125) (S31I125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta)
6419	B4DND2	B4DND2_HUMAN	cDNA FLJ54643, highly similar to Homo sapiens SET domain and mariner transposase fusion gene (SETMAR), mRNA
6419	Q53H47	SETMR_HUMAN	Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion gene-containing protein) (HsMar1) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.43); Mariner transposase Hsmar1 (EC 3.1.-.-)]
4086	Q15797	SMAD1_HUMAN	Mothers against decapentaplegic homolog 1 (MAD homolog 1) (Mothers against DPP homolog 1) (JV4-1) (Mad-related protein 1) (SMAD family member 1) (SMAD 1) (Smad1) (hSMAD1) (Transforming growth factor-beta-signaling protein 1) (BSP-1)
2018	Q04743	EMX2_HUMAN	Homeobox protein EMX2 (Empty spiracles homolog 2) (Empty spiracles-like protein 2)
121340	Q8TDD2	SP7_HUMAN	Transcription factor Sp7 (Zinc finger protein osterix)
285966	A6NFQ2	F115C_HUMAN	Protein FAM115C (Protein FAM139A)
9723	O15041	SEM3E_HUMAN	Semaphorin-3E
10446	O75325	LRRN2_HUMAN	Leucine-rich repeat neuronal protein 2 (Glioma amplified on chromosome 1 protein) (Leucine-rich repeat neuronal protein 5)
7779	Q9Y6M5	ZNT1_HUMAN	Zinc transporter 1 (ZnT-1) (Solute carrier family 30 member 1)
166614	Q8N568	DCLK2_HUMAN	Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin domain-containing protein 3B) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2)
55890	Q9BSP0	Q9BSP0_HUMAN	G protein-coupled receptor, family C, group 5, member C, isoform CRA_c (GPRC5C protein)
55890	Q9NQ84	GPC5C_HUMAN	G-protein coupled receptor family C group 5 member C (Retinoic acid-induced gene 3 protein) (RAIG-3)
130827	Q6ZP80	TM182_HUMAN	Transmembrane protein 182
3856	P05787	K2C8_HUMAN	Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)
3856	Q7L4M3	Q7L4M3_HUMAN	KRT8 protein
136	P29275	AA2BR_HUMAN	Adenosine receptor A2b
4255	B4DEE8	B4DEE8_HUMAN	cDNA FLJ56323, highly similar to Methylated-DNA--protein-cysteinemethyltransferase (EC 2.1.1.63)
4255	P16455	MGMT_HUMAN	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)
3035	B3KWE1	B3KWE1_HUMAN	Histidine--tRNA ligase, cytoplasmic (Histidyl-tRNA synthetase, isoform CRA_a) (cDNA FLJ42841 fis, clone BRCOC2003213, highly similar to Histidyl-tRNA synthetase (EC 6.1.1.21))
3035	B4DDD8	B4DDD8_HUMAN	Histidine--tRNA ligase, cytoplasmic (cDNA FLJ53703, highly similar to Histidyl-tRNA synthetase (EC 6.1.1.21))
3035	B4E1C5	B4E1C5_HUMAN	Histidine--tRNA ligase, cytoplasmic (cDNA FLJ58562, highly similar to Histidyl-tRNA synthetase (EC 6.1.1.21))
3035	P12081	SYHC_HUMAN	Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)
152518	B1Q2B0	B1Q2B0_HUMAN	URCC5
152518	Q6ZNB6	NFXL1_HUMAN	NF-X1-type zinc finger protein NFXL1 (Ovarian zinc finger protein) (hOZFP)
160518	Q6ZUT9	DEN5B_HUMAN	DENN domain-containing protein 5B (Rab6IP1-like protein)
929	P08571	CD14_HUMAN	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form]
202052	Q9H819	DJC18_HUMAN	DnaJ homolog subfamily C member 18
202051	Q86W54	SPA24_HUMAN	Spermatogenesis-associated protein 24 (Testis protein T6441 homolog)
57148	Q6MZJ2	Q6MZJ2_HUMAN	Putative uncharacterized protein DKFZp686N19168
57148	Q86X10	RLGPB_HUMAN	Ral GTPase-activating protein subunit beta (p170)
84305	Q9BRP8	WIBG_HUMAN	Partner of Y14 and mago (Protein wibg homolog)
4862	A2I2P5	A2I2P5_HUMAN	Neuronal PAS domain protein 2
4862	Q99743	NPAS2_HUMAN	Neuronal PAS domain-containing protein 2 (Neuronal PAS2) (Basic-helix-loop-helix-PAS protein MOP4) (Class E basic helix-loop-helix protein 9) (bHLHe9) (Member of PAS protein 4) (PAS domain-containing protein 4)
164832	Q1L5Z9	LONF2_HUMAN	LON peptidase N-terminal domain and RING finger protein 2 (Neuroblastoma apoptosis-related protease) (RING finger protein 192)
53343	Q8NG26	Q8NG26_HUMAN	Putative nudix hydrolyase (EC 3.6.1.-)
53343	Q96KB3	Q96KB3_HUMAN	cDNA FLJ14389 fis, clone HEMBA1002876
53343	Q9BW91	NUDT9_HUMAN	ADP-ribose pyrophosphatase, mitochondrial (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9)
5036	Q9UQ80	PA2G4_HUMAN	Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1)
79071	Q9H5J4	ELOV6_HUMAN	Elongation of very long chain fatty acids protein 6 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL6) (ELOVL fatty acid elongase 6) (ELOVL FA elongase 6) (Fatty acid elongase 2) (hELO2) (Fatty acyl-CoA elongase) (Long-chain fatty-acyl elongase) (Very-long-chain 3-oxoacyl-CoA synthase 6)
5209	Q16875	F263_HUMAN	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 (6PF-2-K/Fru-2,6-P2ase 3) (PFK/FBPase 3) (6PF-2-K/Fru-2,6-P2ase brain/placenta-type isozyme) (Renal carcinoma antigen NY-REN-56) (iPFK-2) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]
79905	Q7Z402	TMC7_HUMAN	Transmembrane channel-like protein 7
23204	Q15041	AR6P1_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1)
5272	P50453	SPB9_HUMAN	Serpin B9 (Cytoplasmic antiproteinase 3) (CAP-3) (CAP3) (Peptidase inhibitor 9) (PI-9)
57228	Q0VAQ4	SMAGP_HUMAN	Small cell adhesion glycoprotein (Small transmembrane and glycosylated protein)
1000	P19022	CADH2_HUMAN	Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325)
153572	Q9BZI1	IRX2_HUMAN	Iroquois-class homeodomain protein IRX-2 (Homeodomain protein IRXA2) (Iroquois homeobox protein 2)
133418	Q6PCB8	EMB_HUMAN	Embigin
10736	Q8TBA2	Q8TBA2_HUMAN	SIX homeobox 2
10736	Q9NPC8	SIX2_HUMAN	Homeobox protein SIX2 (Sine oculis homeobox homolog 2)
9229	A8MXQ8	A8MXQ8_HUMAN	Discs, large (Drosophila) homolog-associated protein 1, isoform CRA_e (Disks large-associated protein 1)
9229	B7Z2J5	B7Z2J5_HUMAN	cDNA FLJ53320, highly similar to Disks large-associated protein 1
9229	O14490	DLGP1_HUMAN	Disks large-associated protein 1 (DAP-1) (Guanylate kinase-associated protein) (hGKAP) (PSD-95/SAP90-binding protein 1) (SAP90/PSD-95-associated protein 1) (SAPAP1)
6773	P52630	STAT2_HUMAN	Signal transducer and activator of transcription 2 (p113)
6773	R9QE65	R9QE65_HUMAN	Signal transducer and activator of transcription
134492	Q8WVJ2	NUDC2_HUMAN	NudC domain-containing protein 2
26145	Q8IU81	I2BP1_HUMAN	Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 6.3.2.-)
3308	P34932	HSP74_HUMAN	Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2)
3171	P55318	FOXA3_HUMAN	Hepatocyte nuclear factor 3-gamma (HNF-3-gamma) (HNF-3G) (Fork head-related protein FKH H3) (Forkhead box protein A3) (Transcription factor 3G) (TCF-3G)
28991	Q9GZQ3	COMD5_HUMAN	COMM domain-containing protein 5 (Hypertension-related calcium-regulated gene protein) (HCaRG)
6444	Q92629	SGCD_HUMAN	Delta-sarcoglycan (Delta-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG)
7564	P17020	ZNF16_HUMAN	Zinc finger protein 16 (Zinc finger protein KOX9)
83787	H7BXQ8	H7BXQ8_HUMAN	Armadillo repeat-containing protein 10
83787	Q8N2F6	ARM10_HUMAN	Armadillo repeat-containing protein 10 (Splicing variant involved in hepatocarcinogenesis protein)
80196	Q969K3	RNF34_HUMAN	E3 ubiquitin-protein ligase RNF34 (EC 6.3.2.-) (Caspase regulator CARP1) (Caspases-8 and -10-associated RING finger protein 1) (CARP-1) (FYVE-RING finger protein Momo) (Human RING finger homologous to inhibitor of apoptosis protein) (hRFI) (RING finger protein 34) (RING finger protein RIFF)
98	P14621	ACYP2_HUMAN	Acylphosphatase-2 (EC 3.6.1.7) (Acylphosphatase, muscle type isozyme) (Acylphosphate phosphohydrolase 2)
80305	J3KPT4	J3KPT4_HUMAN	TraB domain-containing protein
80305	Q9H4I3	TRABD_HUMAN	TraB domain-containing protein (Protein TTG2)
83935	Q9H2Q1	TM133_HUMAN	Transmembrane protein 133
11016	P17544	ATF7_HUMAN	Cyclic AMP-dependent transcription factor ATF-7 (cAMP-dependent transcription factor ATF-7) (Activating transcription factor 7) (Transcription factor ATF-A)
9306	O14544	SOCS6_HUMAN	Suppressor of cytokine signaling 6 (SOCS-6) (Cytokine-inducible SH2 protein 4) (CIS-4) (Suppressor of cytokine signaling 4) (SOCS-4)
162979	Q8WUU4	ZN296_HUMAN	Zinc finger protein 296 (ZFP296) (Zinc finger protein 342)
23246	Q14137	BOP1_HUMAN	Ribosome biogenesis protein BOP1 (Block of proliferation 1 protein)
5429	B3KN75	B3KN75_HUMAN	cDNA FLJ13831 fis, clone THYRO1000662, highly similar to DNA polymerase eta (EC 2.7.7.7) (Fragment)
5429	B4DG64	B4DG64_HUMAN	cDNA FLJ52108, highly similar to DNA polymerase eta (EC 2.7.7.7)
5429	Q9Y253	POLH_HUMAN	DNA polymerase eta (EC 2.7.7.7) (RAD30 homolog A) (Xeroderma pigmentosum variant type protein)
3790	Q9BQ31	KCNS3_HUMAN	Potassium voltage-gated channel subfamily S member 3 (Delayed-rectifier K(+) channel alpha subunit 3) (Voltage-gated potassium channel subunit Kv9.3)
3799	P33176	KINH_HUMAN	Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)
3799	Q6P164	Q6P164_HUMAN	KIF5B protein (Fragment)
3799	V9HW29	V9HW29_HUMAN	Epididymis secretory protein Li 61
11214	B0AZU4	B0AZU4_HUMAN	cDNA, FLJ79534, highly similar to Homo sapiens A kinase (PRKA) anchor protein 13 (AKAP13) (Fragment)
11214	Q12802	AKP13_HUMAN	A-kinase anchor protein 13 (AKAP-13) (AKAP-Lbc) (Breast cancer nuclear receptor-binding auxiliary protein) (Guanine nucleotide exchange factor Lbc) (Human thyroid-anchoring protein 31) (Lymphoid blast crisis oncogene) (LBC oncogene) (Non-oncogenic Rho GTPase-specific GTP exchange factor) (Protein kinase A-anchoring protein 13) (PRKA13) (p47)
55038	Q9BXL8	CDCA4_HUMAN	Cell division cycle-associated protein 4 (Hematopoietic progenitor protein)
79145	Q9BUK0	CHCH7_HUMAN	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7
94031	P83110	HTRA3_HUMAN	Serine protease HTRA3 (EC 3.4.21.-) (High-temperature requirement factor A3) (Pregnancy-related serine protease)
3344	P32314	FOXN2_HUMAN	Forkhead box protein N2 (Human T-cell leukemia virus enhancer factor)
8493	O15297	PPM1D_HUMAN	Protein phosphatase 1D (EC 3.1.3.16) (Protein phosphatase 2C isoform delta) (PP2C-delta) (Protein phosphatase magnesium-dependent 1 delta) (p53-induced protein phosphatase 1)
2850	F1DAM3	F1DAM3_HUMAN	G protein-coupled receptor 27
2850	Q9NS67	GPR27_HUMAN	Probable G-protein coupled receptor 27 (Super conserved receptor expressed in brain 1)
25948	Q8IY47	KBTB2_HUMAN	Kelch repeat and BTB domain-containing protein 2 (BTB and kelch domain-containing protein 1)
84864	Q8IUF8	MINA_HUMAN	Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA (EC 1.14.11.-) (60S ribosomal protein L27a histidine hydroxylase) (Histone lysine demethylase MINA) (MYC-induced nuclear antigen) (Mineral dust-induced gene protein) (Nucleolar protein 52) (Ribosomal oxygenase MINA) (ROX)
51499	O43715	TRIA1_HUMAN	TP53-regulated inhibitor of apoptosis 1 (Protein 15E1.1) (WF-1) (p53-inducible cell-survival factor) (p53CSV)
27258	P62310	LSM3_HUMAN	U6 snRNA-associated Sm-like protein LSm3
9778	A5YKK5	A5YKK5_HUMAN	KIAA0232
9778	Q92628	K0232_HUMAN	Uncharacterized protein KIAA0232
9788	A5YM41	A5YM41_HUMAN	MTSS1 protein
9788	O43312	MTSS1_HUMAN	Metastasis suppressor protein 1 (Metastasis suppressor YGL-1) (Missing in metastasis protein)
79188	Q9BTV4	TMM43_HUMAN	Transmembrane protein 43 (Protein LUMA)
11236	Q8WU17	RN139_HUMAN	E3 ubiquitin-protein ligase RNF139 (EC 6.3.2.-) (RING finger protein 139) (Translocation in renal carcinoma on chromosome 8 protein)
6203	P46781	RS9_HUMAN	40S ribosomal protein S9
54360	Q9NRR1	CYTL1_HUMAN	Cytokine-like protein 1 (Protein C17)
79042	B4DT51	B4DT51_HUMAN	cDNA FLJ54848, highly similar to tRNA-splicing endonuclease subunit Sen34 (EC 3.1.27.9)
79042	Q9BSV6	SEN34_HUMAN	tRNA-splicing endonuclease subunit Sen34 (EC 4.6.1.16) (Leukocyte receptor cluster member 5) (tRNA-intron endonuclease Sen34) (HsSen34)
2941	O15217	GSTA4_HUMAN	Glutathione S-transferase A4 (EC 2.5.1.18) (GST class-alpha member 4) (Glutathione S-transferase A4-4)
84437	Q8NCY6	MSD4_HUMAN	Myb/SANT-like DNA-binding domain-containing protein 4 (Myb/SANT-like DNA-binding domain containing 4 with coiled-coils)
4696	O95167	NDUA3_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit)
4696	Q6FGG4	Q6FGG4_HUMAN	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 3, 9kDa, isoform CRA_e (NDUFA3 protein) (cDNA FLJ76508, highly similar to Homo sapiens NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa (NDUFA3), mRNA)
126014	Q8IYS5	OSCAR_HUMAN	Osteoclast-associated immunoglobulin-like receptor (Osteoclast-associated receptor) (hOSCAR) (Polymeric immunoglobulin receptor 3) (PIgR-3) (PIgR3) (Poly-Ig receptor 3)
85315	B3KXW6	B3KXW6_HUMAN	cDNA FLJ46206 fis, clone TESTI4010721, highly similar to Membrane progestin receptor beta
85315	Q8TEZ7	MPRB_HUMAN	Membrane progestin receptor beta (mPR beta) (Lysosomal membrane protein in brain 1) (Progestin and adipoQ receptor family member 8) (Progestin and adipoQ receptor family member VIII)
11162	B4DG76	B4DG76_HUMAN	cDNA FLJ52144, highly similar to Nucleoside diphosphate-linked moiety X motif6
11162	P53370	NUDT6_HUMAN	Nucleoside diphosphate-linked moiety X motif 6 (Nudix motif 6) (EC 3.6.1.-) (Antisense basic fibroblast growth factor) (Protein GFG)
26115	Q9HCD6	TANC2_HUMAN	Protein TANC2 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 2)
120526	Q6P3W2	DJC24_HUMAN	DnaJ homolog subfamily C member 24 (CSL-type zinc finger-containing protein 3) (Diphthamide biosynthesis protein 4)
90338	M0QZI7	M0QZI7_HUMAN	Zinc finger protein 160 (Zinc finger protein 160, isoform CRA_b)
90338	Q9HCG1	ZN160_HUMAN	Zinc finger protein 160 (Zinc finger protein HZF5) (Zinc finger protein Kr18) (HKr18)
55786	Q09FC8	ZN415_HUMAN	Zinc finger protein 415
112464	Q969G5	PRDBP_HUMAN	Protein kinase C delta-binding protein (Cavin-3) (Serum deprivation response factor-related gene product that binds to C-kinase) (hSRBC)
341019	P59894	DCDC1_HUMAN	Doublecortin domain-containing protein 1
3037	Q92819	HYAS2_HUMAN	Hyaluronan synthase 2 (EC 2.4.1.212) (Hyaluronate synthase 2) (Hyaluronic acid synthase 2) (HA synthase 2)
80310	Q9GZP0	PDGFD_HUMAN	Platelet-derived growth factor D (PDGF-D) (Iris-expressed growth factor) (Spinal cord-derived growth factor B) (SCDGF-B) [Cleaved into: Platelet-derived growth factor D, latent form (PDGFD latent form); Platelet-derived growth factor D, receptor-binding form (PDGFD receptor-binding form)]
1901	P21453	S1PR1_HUMAN	Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G-protein coupled receptor 1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363)
